#rate,of,rotation,around,the,x,y,z,axes,(angular,velocity).
"#timestamp(ns),x,y,z(rad/s)","-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#datetime:,03/07/2013,14:19:00,0.009773844,-,car,step-in,-,6s,(angular,velocity).
##########################################,"-0.004886922,","0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#activity:,8,-,csi,-,car,step-in,-,6s,(angular,velocity).
#subject,id:,10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#first,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#last,name:,sub10,0.009773844,-,car,step-in,-,6s,(angular,velocity).
#age:,26,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#height(cm):,170,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#weight(kg):,90,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
#gender:,female,"0.006414085,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3544282064000,","-0.00580322,","-0.015271631,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544287039000,","0.0067195175,","-0.0036651916,",0.01038471,-,car,step-in,-,6s,(angular,velocity).
"3544292140000,","0.02076942,","-0.01863139,",0.004276057,-,car,step-in,-,6s,(angular,velocity).
"3544297062000,","0.014966198,","-0.033292156,",-0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544302028000,","0.004276057,","-0.036957346,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544307087000,","-0.002443461,","-0.033292156,",0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544312047000,","-9.162979e-4,","-0.026572637,",0.0018325958,-,car,step-in,-,6s,(angular,velocity).
"3544317074000,","0.0033597588,","-0.021380283,",0.005192355,-,car,step-in,-,6s,(angular,velocity).
"3544322140000,","9.162979e-4,","-0.016493361,",0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544327092000,","-0.011911872,","-0.006414085,",0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544332107000,","-0.0030543262,","-0.004276057,",-0.0033597588,-,car,step-in,-,6s,(angular,velocity).
"3544337030000,","-0.005497787,","-0.002443461,",0.008246681,-,car,step-in,-,6s,(angular,velocity).
"3544342247000,","0.008552114,","-0.0030543262,",0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544347063000,","-0.009162978,","0.0061086523,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544352067000,","-0.015577064,","0.018020526,",0.0021380284,-,car,step-in,-,6s,(angular,velocity).
"3544357027000,","-0.012217305,","0.016798794,",-0.0012217305,-,car,step-in,-,6s,(angular,velocity).
"3544362022000,","-0.01160644,","0.01985312,",-0.0021380284,-,car,step-in,-,6s,(angular,velocity).
"3544367064000,","-0.018936822,","0.018936822,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544372228000,","-0.01985312,","0.018325957,",0.0036651916,-,car,step-in,-,6s,(angular,velocity).
"3544377046000,","-0.0143553335,","0.019547688,",-0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544382025000,","-0.011911872,","0.013744468,",-0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544387039000,","-0.009468411,","0.003970624,",0.002443461,-,car,step-in,-,6s,(angular,velocity).
"3544392138000,","-0.015577064,","-0.005192355,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544397025000,","-0.004276057,","0.0033597588,",0.006414085,-,car,step-in,-,6s,(angular,velocity).
"3544402050000,","-0.009468411,","0.006414085,",0.01160644,-,car,step-in,-,6s,(angular,velocity).
"3544407091000,","-0.015882496,","0.004886922,",0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544412084000,","-0.019242255,","-0.0015271631,",0.004886922,-,car,step-in,-,6s,(angular,velocity).
"3544417124000,","-0.014966198,","0.0021380284,",0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3544422046000,","-0.017104227,","0.0125227375,",0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3544427018000,","-0.01038471,","0.01740966,",0.004581489,-,car,step-in,-,6s,(angular,velocity).
"3544432026000,","-0.019242255,","0.015882496,",0.005497787,-,car,step-in,-,6s,(angular,velocity).
"3544437003000,","-0.018936822,","0.018936822,",0.0015271631,-,car,step-in,-,6s,(angular,velocity).
"3544442163000,","-0.00580322,","0.03145956,",0.0106901415,-,car,step-in,-,6s,(angular,velocity).
"3544447064000,","-0.004581489,","0.0290161,",0.010995574,-,car,step-in,-,6s,(angular,velocity).
"3544452049000,","-0.0021380284,","0.021380283,",3.0543262e-4,-,car,step-in,-,6s,(angular,velocity).
"3544457060000,","-0.010079277,","0.011911872,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3544462030000,","0.003970624,","0.009773844,",0.0061086523,-,car,step-in,-,6s,(angular,velocity).
"3544467067000,","0.005192355,","0.009773844,",0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544472048000,","0.0076358155,","-0.0015271631,",0.0070249503,-,car,step-in,-,6s,(angular,velocity).
"3544477080000,","0.0061086523,","-0.007330383,",0.008246681,-,car,step-in,-,6s,(angular,velocity).
"3544482025000,","0.011301007,","0.0018325958,",0.017104227,-,car,step-in,-,6s,(angular,velocity).
"3544487024000,","3.0543262e-4,","-0.0036651916,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544492108000,","3.0543262e-4,","-0.0033597588,",0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3544497064000,","-6.1086525e-4,","-0.0070249503,",0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544502164000,","-0.0033597588,","-0.006414085,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544507111000,","0.004886922,","-0.004276057,",0.018020526,-,car,step-in,-,6s,(angular,velocity).
"3544512098000,","0.004886922,","0.006414085,",0.01160644,-,car,step-in,-,6s,(angular,velocity).
"3544517107000,","-0.002443461,","0.009773844,",0.015577064,-,car,step-in,-,6s,(angular,velocity).
"3544522209000,","0.0012217305,","0.022296581,",0.0143553335,-,car,step-in,-,6s,(angular,velocity).
"3544527057000,","0.0021380284,","0.01740966,",0.016187929,-,car,step-in,-,6s,(angular,velocity).
"3544532046000,","0.0033597588,","0.01038471,",0.01740966,-,car,step-in,-,6s,(angular,velocity).
"3544537045000,","0.002443461,","0.012217305,",0.011911872,-,car,step-in,-,6s,(angular,velocity).
"3544542106000,","-0.004886922,","0.004581489,",0.01038471,-,car,step-in,-,6s,(angular,velocity).
"3544547061000,","0.007941248,","0.00580322,",0.016798794,-,car,step-in,-,6s,(angular,velocity).
"3544552080000,","-0.0012217305,","0.0015271631,",0.002443461,-,car,step-in,-,6s,(angular,velocity).
"3544557055000,","-0.003970624,","0.00580322,",0.005497787,-,car,step-in,-,6s,(angular,velocity).
"3544562041000,","0.013744468,","0.007330383,",0.01282817,-,car,step-in,-,6s,(angular,velocity).
"3544567774000,","0.0067195175,","0.0027488936,",0.015271631,-,car,step-in,-,6s,(angular,velocity).
"3544572060000,","0.0067195175,","0.0036651916,",0.0067195175,-,car,step-in,-,6s,(angular,velocity).
"3544577056000,","0.0021380284,","-0.003970624,",0.0070249503,-,car,step-in,-,6s,(angular,velocity).
"3544582045000,","0.0033597588,","0.006414085,",0.01160644,-,car,step-in,-,6s,(angular,velocity).
"3544587046000,","9.162979e-4,","0.008857546,",0.0021380284,-,car,step-in,-,6s,(angular,velocity).
"3544592096000,","-0.0061086523,","0.004581489,",-0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3544597047000,","-0.0070249503,","0.006414085,",-0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544602102000,","-0.009162978,","0.008857546,",0.005192355,-,car,step-in,-,6s,(angular,velocity).
"3544607057000,","-0.008857546,","0.014660766,",0.0021380284,-,car,step-in,-,6s,(angular,velocity).
"3544612024000,","-0.014660766,","0.009162978,",-0.0018325958,-,car,step-in,-,6s,(angular,velocity).
"3544617101000,","-0.008552114,","0.0015271631,",-0.0021380284,-,car,step-in,-,6s,(angular,velocity).
"3544622052000,","-0.00580322,","9.162979e-4,",0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544627060000,","-0.0012217305,","0.006414085,",0.00580322,-,car,step-in,-,6s,(angular,velocity).
"3544632249000,","-0.016798794,","3.0543262e-4,",0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3544637056000,","-0.00580322,","-0.004276057,",6.1086525e-4,-,car,step-in,-,6s,(angular,velocity).
"3544642112000,","-0.007330383,","-0.008246681,",-0.0061086523,-,car,step-in,-,6s,(angular,velocity).
"3544647043000,","-0.004886922,","-0.013744468,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544652092000,","-0.016187929,","-0.011911872,",-9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
"3544657039000,","-0.02076942,","-0.01160644,",-0.0018325958,-,car,step-in,-,6s,(angular,velocity).
"3544662044000,","-0.026572637,","-0.015577064,",-0.004276057,-,car,step-in,-,6s,(angular,velocity).
"3544667122000,","-0.026267206,","-0.01038471,",-0.004276057,-,car,step-in,-,6s,(angular,velocity).
"3544672047000,","-0.032375857,","0.0021380284,",-0.0012217305,-,car,step-in,-,6s,(angular,velocity).
"3544677052000,","-0.04184427,","-0.005497787,",-0.0070249503,-,car,step-in,-,6s,(angular,velocity).
"3544682033000,","-0.03390302,","-0.007330383,",-0.005192355,-,car,step-in,-,6s,(angular,velocity).
"3544687046000,","-0.031154128,","-0.0015271631,",-0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544692845000,","-0.029321533,","-0.005497787,",-0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544697034000,","-0.02687807,","-3.0543262e-4,",-0.005497787,-,car,step-in,-,6s,(angular,velocity).
"3544702112000,","-0.016187929,","0.00580322,",-0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3544707048000,","-0.023823744,","-0.0036651916,",-0.008246681,-,car,step-in,-,6s,(angular,velocity).
"3544712035000,","-0.018020526,","-0.004581489,",9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
"3544717109000,","-0.016187929,","-0.0021380284,",-0.006414085,-,car,step-in,-,6s,(angular,velocity).
"3544722047000,","-0.025350908,","-0.004581489,",-0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544727098000,","-0.017104227,","-6.1086525e-4,",-0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544732045000,","-0.0290161,","-6.1086525e-4,",-0.00580322,-,car,step-in,-,6s,(angular,velocity).
"3544737045000,","-0.029626964,","-0.012217305,",-0.0033597588,-,car,step-in,-,6s,(angular,velocity).
"3544742101000,","-0.02107485,","-0.0106901415,",9.162979e-4,-,car,step-in,-,6s,(angular,velocity).
"3544747038000,","-0.028710667,","-0.008552114,",-0.004581489,-,car,step-in,-,6s,(angular,velocity).
"3544752044000,","-0.025045475,","-0.013744468,",0.0030543262,-,car,step-in,-,6s,(angular,velocity).
"3544757035000,","-0.017715093,","-0.012217305,",-0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544762018000,","-0.005192355,","-0.015882496,",-0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544767163000,","-0.0012217305,","-0.01282817,",0.0015271631,-,car,step-in,-,6s,(angular,velocity).
"3544772045000,","-0.004581489,","-0.014049901,",-0.0030543262,-,car,step-in,-,6s,(angular,velocity).
"3544777036000,","-0.0036651916,","-0.005497787,",0.008857546,-,car,step-in,-,6s,(angular,velocity).
"3544782094000,","0.0036651916,","-0.004886922,",0.008857546,-,car,step-in,-,6s,(angular,velocity).
"3544787072000,","-0.003970624,","0.0033597588,",0.008552114,-,car,step-in,-,6s,(angular,velocity).
"3544792500000,","-0.0033597588,","0.0018325958,",0.007330383,-,car,step-in,-,6s,(angular,velocity).
"3544797005000,","-0.008246681,","-0.0018325958,",0.0033597588,-,car,step-in,-,6s,(angular,velocity).
"3544802059000,","-0.025045475,","-0.0018325958,",0.0076358155,-,car,step-in,-,6s,(angular,velocity).
"3544807048000,","-0.01863139,","0.007941248,",0.003970624,-,car,step-in,-,6s,(angular,velocity).
"3544812045000,","-0.021991149,","0.004581489,",0.015577064,-,car,step-in,-,6s,(angular,velocity).
"3544817110000,","-0.018325957,","0.009162978,",0.0036651916,-,car,step-in,-,6s,(angular,velocity).
"3544822104000,","-0.018936822,","0.004581489,",0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3544827134000,","-0.01985312,","0.004886922,",0.0125227375,-,car,step-in,-,6s,(angular,velocity).
"3544832045000,","-0.0076358155,","0.014660766,",0.012217305,-,car,step-in,-,6s,(angular,velocity).
"3544837058000,","-0.003970624,","0.007330383,",0.015882496,-,car,step-in,-,6s,(angular,velocity).
"3544842129000,","0.003970624,","0.008857546,",0.01863139,-,car,step-in,-,6s,(angular,velocity).
"3544847246000,","0.008857546,","0.018936822,",0.016493361,-,car,step-in,-,6s,(angular,velocity).
"3544852068000,","0.0143553335,","0.014966198,",0.017715093,-,car,step-in,-,6s,(angular,velocity).
"3544857005000,","0.012217305,","0.0106901415,",0.02321288,-,car,step-in,-,6s,(angular,velocity).
"3544862025000,","0.015882496,","0.019242255,",0.025350908,-,car,step-in,-,6s,(angular,velocity).
"3544867082000,","0.009162978,","0.025961773,",0.025961773,-,car,step-in,-,6s,(angular,velocity).
"3544872050000,","0.019242255,","0.02687807,",0.028405234,-,car,step-in,-,6s,(angular,velocity).
"3544877076000,","0.018020526,","0.022296581,",0.029321533,-,car,step-in,-,6s,(angular,velocity).
"3544882028000,","0.018936822,","0.02321288,",0.028099801,-,car,step-in,-,6s,(angular,velocity).
"3544887078000,","0.016798794,","0.01740966,",0.026267206,-,car,step-in,-,6s,(angular,velocity).
"3544892489000,","0.017715093,","-6.1086525e-4,",0.02565634,-,car,step-in,-,6s,(angular,velocity).
"3544897047000,","0.03176499,","0.0012217305,",0.02321288,-,car,step-in,-,6s,(angular,velocity).
"3544902058000,","0.03573562,","-0.0030543262,",0.030848695,-,car,step-in,-,6s,(angular,velocity).
"3544907044000,","0.018936822,","-0.0027488936,",0.026572637,-,car,step-in,-,6s,(angular,velocity).
"3544912082000,","0.018936822,","0.0012217305,",0.021991149,-,car,step-in,-,6s,(angular,velocity).
"3544917125000,","0.023518313,","-0.002443461,",0.03268129,-,car,step-in,-,6s,(angular,velocity).
"3544922090000,","0.016187929,","-6.1086525e-4,",0.034513887,-,car,step-in,-,6s,(angular,velocity).
"3544927098000,","0.027488936,","0.004581489,",0.027183503,-,car,step-in,-,6s,(angular,velocity).
"3544932086000,","0.022602014,","0.014660766,",0.021991149,-,car,step-in,-,6s,(angular,velocity).
"3544937055000,","0.024740042,","0.011911872,",0.028710667,-,car,step-in,-,6s,(angular,velocity).
"3544942400000,","0.022296581,","0.016493361,",0.029932396,-,car,step-in,-,6s,(angular,velocity).
"3544947061000,","0.021991149,","0.0143553335,",0.028099801,-,car,step-in,-,6s,(angular,velocity).
"3544952164000,","0.020158553,","0.0106901415,",0.026267206,-,car,step-in,-,6s,(angular,velocity).
"3544957068000,","0.032375857,","0.010079277,",0.025350908,-,car,step-in,-,6s,(angular,velocity).
"3544962080000,","0.035430185,","0.0015271631,",0.028099801,-,car,step-in,-,6s,(angular,velocity).
"3544967083000,","0.03390302,","0.0027488936,",0.022296581,-,car,step-in,-,6s,(angular,velocity).
"3544972014000,","0.03940081,","-6.1086525e-4,",0.024129177,-,car,step-in,-,6s,(angular,velocity).
"3544977058000,","0.036651913,","0.003970624,",0.017104227,-,car,step-in,-,6s,(angular,velocity).
"3544982047000,","0.027183503,","0.004886922,",0.021380283,-,car,step-in,-,6s,(angular,velocity).
"3544987041000,","0.034513887,","0.0030543262,",0.013439035,-,car,step-in,-,6s,(angular,velocity).
"3544992169000,","0.028099801,","0.0061086523,",0.02443461,-,car,step-in,-,6s,(angular,velocity).
"3544997083000,","0.017715093,","0.008552114,",0.024740042,-,car,step-in,-,6s,(angular,velocity).
"3545002073000,","0.007941248,","0.012217305,",0.026267206,-,car,step-in,-,6s,(angular,velocity).
"3545007046000,","0.006414085,","0.007941248,",0.028099801,-,car,step-in,-,6s,(angular,velocity).
"3545012078000,","0.016798794,","0.014049901,",0.02321288,-,car,step-in,-,6s,(angular,velocity).
"3545017083000,","0.004276057,","0.021991149,",0.016798794,-,car,step-in,-,6s,(angular,velocity).
"3545022178000,","0.0067195175,","0.022602014,",0.017715093,-,car,step-in,-,6s,(angular,velocity).
"3545027058000,","3.0543262e-4,","0.03145956,",0.016798794,-,car,step-in,-,6s,(angular,velocity).
"3545032004000,","-0.0030543262,","0.027183503,",0.010079277,-,car,step-in,-,6s,(angular,velocity).
"3545037023000,","0.005192355,","0.02443461,",0.011911872,-,car,step-in,-,6s,(angular,velocity).
"3545042053000,","-0.01282817,","0.01863139,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3545047081000,","-0.0015271631,","0.016798794,",0.007941248,-,car,step-in,-,6s,(angular,velocity).
"3545052069000,","-0.006414085,","0.01985312,",0.0033597588,-,car,step-in,-,6s,(angular,velocity).
"3545057027000,","-0.00580322,","0.012217305,",0.0027488936,-,car,step-in,-,6s,(angular,velocity).
"3545062053000,","-0.005497787,","0.01038471,",0.0061086523,-,car,step-in,-,6s,(angular,velocity).
"3545067094000,","-0.0030543262,","0.017104227,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3545072198000,","-0.012217305,","0.013744468,",0.004581489,-,car,step-in,-,6s,(angular,velocity).
"3545077065000,","-0.004886922,","0.01160644,",0.005192355,-,car,step-in,-,6s,(angular,velocity).
"3545082091000,","-3.0543262e-4,","0.01863139,",0.009773844,-,car,step-in,-,6s,(angular,velocity).
"3545087079000,","0.0061086523,","0.01282817,",0.0061086523,-,car,step-in,-,6s,(angular,velocity).
"3545092112000,","0.007941248,","0.017715093,",0.010079277,-,car,step-in,-,6s,(angular,velocity).
