#acceleration,force,along,the,x,y,z,axes,(including,gravity).
"#timestamp(ns),x,y,z(m/s^2)","0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#datetime:,28/05/2013,10:34:59,-0.5650316,-,jogging,-,30s,(including,gravity).
##########################################,"0.20111294,","19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#activity:,3,-,jog,-,jogging,-,30s,(including,gravity).
#subject,id:,5,-0.5650316,-,jogging,-,30s,(including,gravity).
#first,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#last,name:,sub5,-0.5650316,-,jogging,-,30s,(including,gravity).
#age:,36,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#height(cm):,160,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#weight(kg):,50,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
#gender:,female,"19.52711,",-0.5650316,-,jogging,-,30s,(including,gravity).
"883912822000,","7.3071036,","19.40261,",-2.0207062,-,jogging,-,30s,(including,gravity).
"883925110000,","5.889736,","19.469648,",-0.5267244,-,jogging,-,30s,(including,gravity).
"883933888000,","3.9073372,","19.507956,",1.5801731,-,jogging,-,30s,(including,gravity).
"883944625000,","2.0494366,","19.52711,",3.5434184,-,jogging,-,30s,(including,gravity).
"883954788000,","0.7661445,","19.536686,",4.3861775,-,jogging,-,30s,(including,gravity).
"883965091000,","-1.4748282,","16.989256,",4.2042184,-,jogging,-,30s,(including,gravity).
"883975058000,","-2.0590134,","14.84405,",3.4284968,-,jogging,-,30s,(including,gravity).
"883985128000,","-2.4133554,","12.315774,",2.0973208,-,jogging,-,30s,(including,gravity).
"883996553000,","-2.6048915,","9.270349,",0.5363012,-,jogging,-,30s,(including,gravity).
"884005292000,","-2.767697,","5.209783,",-1.2641385,-,jogging,-,30s,(including,gravity).
"884016887000,","-2.5570073,","0.545878,",-2.480393,-,jogging,-,30s,(including,gravity).
"884026806000,","-1.6089035,","-1.7142484,",-2.0015526,-,jogging,-,30s,(including,gravity).
"884036382000,","-0.5554548,","-2.5091233,",-1.8483237,-,jogging,-,30s,(including,gravity).
"884048020000,","-0.10534488,","-2.585738,",-1.6472107,-,jogging,-,30s,(including,gravity).
"884057184000,","0.12449849,","-2.4612393,",-1.3215994,-,jogging,-,30s,(including,gravity).
"884067813000,","0.4309563,","-2.6144683,",-0.545878,-,jogging,-,30s,(including,gravity).
"884077622000,","0.46926352,","-3.1028855,",0.22984336,-,jogging,-,30s,(including,gravity).
"884089267000,","0.2873042,","-3.1316159,",0.78529817,-,jogging,-,30s,(including,gravity).
"884099001000,","-0.06703765,","-2.7868507,",1.0534488,-,jogging,-,30s,(including,gravity).
"884110452000,","-0.39264908,","-1.8195933,",0.92895025,-,jogging,-,30s,(including,gravity).
"884120695000,","-0.7182605,","-1.0247183,",0.30645782,-,jogging,-,30s,(including,gravity).
"884134485000,","-0.49799395,","0.51714754,",-1.4077905,-,jogging,-,30s,(including,gravity).
"884149178000,","0.40222588,","1.283292,",-1.5610195,-,jogging,-,30s,(including,gravity).
"884159090000,","1.7717092,","2.7006595,",-0.19153613,-,jogging,-,30s,(including,gravity).
"884169076000,","2.3175871,","5.305551,",2.4995465,-,jogging,-,30s,(including,gravity).
"884179971000,","1.3215994,","6.7708025,",4.6255975,-,jogging,-,30s,(including,gravity).
"884190745000,","0.19153613,","6.933608,",5.535394,-,jogging,-,30s,(including,gravity).
"884203514000,","0.90021986,","5.8226986,",-0.1436521,-,jogging,-,30s,(including,gravity).
"884214527000,","6.885724,","9.184157,",-1.8579005,-,jogging,-,30s,(including,gravity).
"884224259000,","9.969456,","14.365211,",4.2521024,-,jogging,-,30s,(including,gravity).
"884234347000,","5.1523223,","16.950949,",0.095768064,-,jogging,-,30s,(including,gravity).
"884245943000,","-5.5258174,","14.997279,",-3.620033,-,jogging,-,30s,(including,gravity).
"884259086000,","-10.6877165,","10.515334,",0.81402856,-,jogging,-,30s,(including,gravity).
"884268775000,","-11.597513,","8.015787,",-0.22026655,-,jogging,-,30s,(including,gravity).
"884283583000,","-4.999093,","11.597513,",-0.91937345,-,jogging,-,30s,(including,gravity).
"884293537000,","-2.4899697,","15.121778,",-0.29688102,-,jogging,-,30s,(including,gravity).
"884303824000,","-1.5514427,","17.33402,",0.11492168,-,jogging,-,30s,(including,gravity).
"884317614000,","-1.4748282,","18.435352,",0.095768064,-,jogging,-,30s,(including,gravity).
"884334385000,","-1.6184803,","19.268536,",0.91937345,-,jogging,-,30s,(including,gravity).
"884344184000,","-0.22026655,","19.40261,",1.2641385,-,jogging,-,30s,(including,gravity).
"884358466000,","0.4405331,","18.981232,",1.7238252,-,jogging,-,30s,(including,gravity).
"884368501000,","1.8291701,","15.8304615,",2.882619,-,jogging,-,30s,(including,gravity).
"884379700000,","2.7964275,","13.522451,",2.873042,-,jogging,-,30s,(including,gravity).
"884391916000,","3.6296098,","10.898406,",3.620033,-,jogging,-,30s,(including,gravity).
"884403357000,","3.3327289,","8.101978,",3.6583402,-,jogging,-,30s,(including,gravity).
"884414785000,","2.1739352,","5.6215854,",2.5091233,-,jogging,-,30s,(including,gravity).
"884427207000,","0.60333884,","3.7062242,",1.1587936,-,jogging,-,30s,(including,gravity).
"884436939000,","-0.9672575,","2.27928,",0.5746084,-,jogging,-,30s,(including,gravity).
"884449238000,","-1.8962077,","0.33518824,",0.78529817,-,jogging,-,30s,(including,gravity).
"884458966000,","-1.2545617,","0.076614454,",0.90021986,-,jogging,-,30s,(including,gravity).
"884470621000,","-0.4309563,","0.45968673,",0.82360536,-,jogging,-,30s,(including,gravity).
"884482728000,","-0.40222588,","0.91937345,",0.9864111,-,jogging,-,30s,(including,gravity).
"884493156000,","-0.6895301,","1.3311762,",1.2545617,-,jogging,-,30s,(including,gravity).
"884502594000,","-1.3215994,","1.3982137,",0.9576807,-,jogging,-,30s,(including,gravity).
"884512408000,","-2.1260512,","1.0151415,",0.32561144,-,jogging,-,30s,(including,gravity).
"884522611000,","-3.1124623,","0.46926352,",0.076614454,-,jogging,-,30s,(including,gravity).
"884532742000,","-4.0701427,","0.10534488,",0.34476504,-,jogging,-,30s,(including,gravity).
"884542723000,","-4.4819455,","0.10534488,",0.7278373,-,jogging,-,30s,(including,gravity).
"884553034000,","-3.8019924,","0.6895301,",0.7086837,-,jogging,-,30s,(including,gravity).
"884564363000,","-2.2505496,","1.4939818,",0.2777274,-,jogging,-,30s,(including,gravity).
"884573464000,","-0.9672575,","2.2697031,",-1.4173675,-,jogging,-,30s,(including,gravity).
"884584212000,","0.32561144,","3.3997664,",-3.5817258,-,jogging,-,30s,(including,gravity).
"884593654000,","2.1930888,","6.033388,",-4.4436383,-,jogging,-,30s,(including,gravity).
"884605627000,","5.659893,","14.671668,",-0.40222588,-,jogging,-,30s,(including,gravity).
"884616238000,","6.5505357,","17.104177,",-0.2777274,-,jogging,-,30s,(including,gravity).
"884626127000,","7.3549876,","18.32043,",-3.4955344,-,jogging,-,30s,(including,gravity).
"884636521000,","7.3071036,","18.933348,",-3.3806129,-,jogging,-,30s,(including,gravity).
"884648447000,","7.0485296,","19.239805,",-2.3463178,-,jogging,-,30s,(including,gravity).
"884657825000,","5.9759274,","19.393034,",-0.48841715,-,jogging,-,30s,(including,gravity).
"884668981000,","3.8402996,","19.469648,",1.2258313,-,jogging,-,30s,(including,gravity).
"884681848000,","1.3790601,","19.507956,",2.681506,-,jogging,-,30s,(including,gravity).
"884691955000,","-0.49799395,","19.52711,",4.185065,-,jogging,-,30s,(including,gravity).
"884702479000,","-1.4173675,","19.536686,",5.1235914,-,jogging,-,30s,(including,gravity).
"884714722000,","-1.0055647,","18.109741,",5.0374002,-,jogging,-,30s,(including,gravity).
"884725341000,","-0.038307227,","15.897499,",3.9552212,-,jogging,-,30s,(including,gravity).
"884736273000,","0.6703765,","13.2351465,",2.4516625,-,jogging,-,30s,(including,gravity).
"884749679000,","0.8619126,","9.9790325,",0.9576807,-,jogging,-,30s,(including,gravity).
"884759179000,","0.7278373,","5.8705826,",-0.90979666,-,jogging,-,30s,(including,gravity).
"884770399000,","0.20111294,","1.7142484,",-2.5953147,-,jogging,-,30s,(including,gravity).
"884782758000,","-0.40222588,","-1.3694834,",-2.7389667,-,jogging,-,30s,(including,gravity).
"884793156000,","-0.51714754,","-1.0821792,",-2.6048915,-,jogging,-,30s,(including,gravity).
"884804033000,","-0.8523358,","-0.6895301,",-1.934515,-,jogging,-,30s,(including,gravity).
"884814148000,","-1.1971009,","-0.842759,",-1.3120226,-,jogging,-,30s,(including,gravity).
"884823780000,","-1.2545617,","-1.4939818,",-0.23942018,-,jogging,-,30s,(including,gravity).
"884834026000,","-1.3215994,","-2.1739352,",0.49799395,-,jogging,-,30s,(including,gravity).
"884844666000,","-1.0821792,","-2.3558946,",0.78529817,-,jogging,-,30s,(including,gravity).
"884857595000,","-1.2545617,","-2.078167,",0.39264908,-,jogging,-,30s,(including,gravity).
"884868646000,","-1.541866,","-1.4173675,",0.038307227,-,jogging,-,30s,(including,gravity).
"884882029000,","-2.27928,","0.2681506,",-1.8291701,-,jogging,-,30s,(including,gravity).
"884891456000,","-1.9632454,","1.0726024,",-1.934515,-,jogging,-,30s,(including,gravity).
"884902829000,","-0.7182605,","2.1068976,",-0.6991069,-,jogging,-,30s,(including,gravity).
"884914243000,","0.50757074,","4.271256,",1.7142484,-,jogging,-,30s,(including,gravity).
"884924325000,","0.34476504,","5.4779334,",3.916914,-,jogging,-,30s,(including,gravity).
"884936718000,","0.6895301,","5.947197,",3.9935284,-,jogging,-,30s,(including,gravity).
"884947263000,","1.0247183,","4.9416323,",0.9576807,-,jogging,-,30s,(including,gravity).
"884956715000,","3.8786068,","7.1059904,",0.60333884,-,jogging,-,30s,(including,gravity).
"884967574000,","9.069236,","11.444284,",0.9672575,-,jogging,-,30s,(including,gravity).
"884978860000,","11.291056,","15.495274,",4.261679,-,jogging,-,30s,(including,gravity).
"884989609000,","-4.0318356,","12.909535,",2.1260512,-,jogging,-,30s,(including,gravity).
"884999589000,","-8.0924015,","10.840945,",0.11492168,-,jogging,-,30s,(including,gravity).
"885009574000,","-8.590396,","9.988609,",-2.0015526,-,jogging,-,30s,(including,gravity).
"885020274000,","-6.8282633,","11.377247,",-2.0973208,-,jogging,-,30s,(including,gravity).
"885032684000,","-4.6830587,","14.729129,",-0.61291564,-,jogging,-,30s,(including,gravity).
"885042636000,","-3.1794999,","17.132908,",0.80445176,-,jogging,-,30s,(including,gravity).
"885053137000,","-2.7006595,","18.339584,",1.3503298,-,jogging,-,30s,(including,gravity).
"885066375000,","-2.5187001,","18.942924,",1.6376339,-,jogging,-,30s,(including,gravity).
"885075548000,","-3.4763808,","19.239805,",2.231396,-,jogging,-,30s,(including,gravity).
"885086377000,","-3.9552212,","19.393034,",2.432509,-,jogging,-,30s,(including,gravity).
"885098197000,","-1.5035586,","18.425776,",2.4612393,-,jogging,-,30s,(including,gravity).
"885107329000,","0.11492168,","16.893488,",2.5761611,-,jogging,-,30s,(including,gravity).
"885118897000,","2.1452048,","15.131354,",3.2369606,-,jogging,-,30s,(including,gravity).
"885131246000,","3.9839516,","12.411542,",4.0797195,-,jogging,-,30s,(including,gravity).
"885142051000,","3.6487634,","9.088389,",4.098873,-,jogging,-,30s,(including,gravity).
"885152217000,","1.6759412,","6.129156,",2.6240451,-,jogging,-,30s,(including,gravity).
"885164692000,","-0.6703765,","3.7062242,",0.6799533,-,jogging,-,30s,(including,gravity).
"885173901000,","-2.2697031,","1.8866309,",-0.59376204,-,jogging,-,30s,(including,gravity).
"885184791000,","-2.2888567,","0.7565677,",-0.6512229,-,jogging,-,30s,(including,gravity).
"885198622000,","0.9672575,","0.06703765,",0.1340753,-,jogging,-,30s,(including,gravity).
"885208647000,","1.9919758,","0.38307226,",0.25857377,-,jogging,-,30s,(including,gravity).
"885218439000,","2.27928,","1.1492168,",0.6991069,-,jogging,-,30s,(including,gravity).
"885228334000,","2.1547816,","1.7046716,",1.1971009,-,jogging,-,30s,(including,gravity).
"885238478000,","1.532289,","1.7142484,",1.2545617,-,jogging,-,30s,(including,gravity).
"885249087000,","0.49799395,","1.5131354,",0.61291564,-,jogging,-,30s,(including,gravity).
"885259520000,","-1.0055647,","1.2545617,",-0.10534488,-,jogging,-,30s,(including,gravity).
"885270265000,","-2.4899697,","1.0247183,",-0.047884032,-,jogging,-,30s,(including,gravity).
"885280552000,","-3.323152,","1.1300632,",0.20111294,-,jogging,-,30s,(including,gravity).
"885292891000,","-2.834735,","1.7238252,",0.22026655,-,jogging,-,30s,(including,gravity).
"885303671000,","-0.8619126,","3.083732,",-1.1204864,-,jogging,-,30s,(including,gravity).
"885313387000,","-0.5746084,","3.964798,",-2.3175871,-,jogging,-,30s,(including,gravity).
"885323441000,","-0.20111294,","5.3821654,",-3.6487634,-,jogging,-,30s,(including,gravity).
"885333736000,","2.0207062,","9.040505,",-4.663905,-,jogging,-,30s,(including,gravity).
"885343719000,","4.673482,","14.288596,",-2.7102363,-,jogging,-,30s,(including,gravity).
"885353714000,","5.171476,","16.912642,",-0.48841715,-,jogging,-,30s,(including,gravity).
"885365982000,","6.1004257,","18.224663,",-3.1124623,-,jogging,-,30s,(including,gravity).
"885377201000,","7.431602,","18.885464,",-3.4476504,-,jogging,-,30s,(including,gravity).
"885387686000,","8.456321,","19.211075,",-3.2273839,-,jogging,-,30s,(including,gravity).
"885398230000,","7.2209125,","19.37388,",-1.388637,-,jogging,-,30s,(including,gravity).
"885407629000,","4.999093,","19.460072,",0.6703765,-,jogging,-,30s,(including,gravity).
"885417510000,","2.5570073,","19.498379,",3.0550013,-,jogging,-,30s,(including,gravity).
"885427572000,","-0.25857377,","19.517532,",4.6351743,-,jogging,-,30s,(including,gravity).
"885437757000,","-2.327164,","19.52711,",5.046977,-,jogging,-,30s,(including,gravity).
"885447764000,","-3.1411927,","18.521544,",5.209783,-,jogging,-,30s,(including,gravity).
"885457942000,","-3.1316159,","16.587029,",4.7022123,-,jogging,-,30s,(including,gravity).
"885468072000,","-2.4037786,","14.269443,",3.2465374,-,jogging,-,30s,(including,gravity).
"885478110000,","-1.9440918,","11.63582,",1.484405,-,jogging,-,30s,(including,gravity).
"885488782000,","-1.5801731,","8.580819,",-0.16280572,-,jogging,-,30s,(including,gravity).
"885500471000,","-1.1875241,","5.171476,",-1.484405,-,jogging,-,30s,(including,gravity).
"885511198000,","0.21068975,","-1.5897499,",-2.825158,-,jogging,-,30s,(including,gravity).
"885522572000,","0.9576807,","-2.6527755,",-2.4133554,-,jogging,-,30s,(including,gravity).
"885534504000,","1.2354081,","-2.585738,",-2.183512,-,jogging,-,30s,(including,gravity).
"885543465000,","1.1779473,","-2.3463178,",-1.8962077,-,jogging,-,30s,(including,gravity).
"885553775000,","0.9576807,","-2.0973208,",-1.5610195,-,jogging,-,30s,(including,gravity).
"885565474000,","0.6607997,","-2.3558946,",-0.9576807,-,jogging,-,30s,(including,gravity).
"885575974000,","0.33518824,","-2.3654714,",-0.30645782,-,jogging,-,30s,(including,gravity).
"885587332000,","-0.05746084,","-1.9536686,",0.15322891,-,jogging,-,30s,(including,gravity).
"885597280000,","-0.35434186,","-1.13964,",0.2873042,-,jogging,-,30s,(including,gravity).
"885607277000,","-0.5650316,","-0.15322891,",0.33518824,-,jogging,-,30s,(including,gravity).
"885617424000,","-0.61291564,","0.80445176,",0.41180268,-,jogging,-,30s,(including,gravity).
"885627531000,","-0.30645782,","1.5610195,",0.6607997,-,jogging,-,30s,(including,gravity).
"885638390000,","0.62249243,","2.882619,",0.24899697,-,jogging,-,30s,(including,gravity).
"885649848000,","1.1109096,","4.5394063,",1.3503298,-,jogging,-,30s,(including,gravity).
"885661258000,","0.5363012,","5.592855,",3.7062242,-,jogging,-,30s,(including,gravity).
"885671262000,","0.50757074,","6.0046577,",3.1028855,-,jogging,-,30s,(including,gravity).
"885682341000,","-0.06703765,","5.3342814,",0.58418524,-,jogging,-,30s,(including,gravity).
"885691842000,","1.3599066,","6.847417,",1.2545617,-,jogging,-,30s,(including,gravity).
"885703500000,","4.9799395,","9.404425,",-0.18195933,-,jogging,-,30s,(including,gravity).
"885714293000,","7.517793,","14.470555,",1.3982137,-,jogging,-,30s,(including,gravity).
"885725485000,","2.815581,","17.00841,",-3.3327289,-,jogging,-,30s,(including,gravity).
"885739600000,","-7.4986396,","12.938266,",0.2681506,-,jogging,-,30s,(including,gravity).
"885752385000,","-8.513782,","9.452309,",-1.13964,-,jogging,-,30s,(including,gravity).
"885761757000,","-7.067683,","8.916007,",-0.39264908,-,jogging,-,30s,(including,gravity).
"885771884000,","-4.4819455,","10.611102,",-0.45968673,-,jogging,-,30s,(including,gravity).
"885782210000,","-2.585738,","13.129802,",-0.36391866,-,jogging,-,30s,(including,gravity).
"885791985000,","-1.3694834,","16.338032,",0.31603462,-,jogging,-,30s,(including,gravity).
"885802760000,","-1.7238252,","17.937359,",1.6089035,-,jogging,-,30s,(including,gravity).
"885814172000,","-2.078167,","18.741812,",2.528277,-,jogging,-,30s,(including,gravity).
"885823510000,","-3.6104562,","19.144037,",1.982399,-,jogging,-,30s,(including,gravity).
"885833831000,","-4.3382936,","19.34515,",1.388637,-,jogging,-,30s,(including,gravity).
"885843810000,","-3.3997664,","17.879898,",1.7142484,-,jogging,-,30s,(including,gravity).
"885857527000,","1.2449849,","15.964537,",3.5338416,-,jogging,-,30s,(including,gravity).
"885868421000,","2.5091233,","14.499286,",2.719813,-,jogging,-,30s,(including,gravity).
"885878023000,","3.4955344,","12.488156,",2.9975405,-,jogging,-,30s,(including,gravity).
"885891766000,","3.514688,","9.519346,",3.0358477,-,jogging,-,30s,(including,gravity).
"885902823000,","2.3463178,","6.4547677,",1.8004397,-,jogging,-,30s,(including,gravity).
"885915155000,","-0.7086837,","1.8770541,",-0.7757214,-,jogging,-,30s,(including,gravity).
"885933581000,","-0.8523358,","-0.22026655,",-0.41180268,-,jogging,-,30s,(including,gravity).
"885943289000,","-0.23942018,","-0.5267244,",-0.06703765,-,jogging,-,30s,(including,gravity).
"885953715000,","0.31603462,","-0.16280572,",0.4405331,-,jogging,-,30s,(including,gravity).
"885965624000,","0.4213795,","0.29688102,",1.091756,-,jogging,-,30s,(including,gravity).
"885977100000,","0.22984336,","0.7278373,",1.3599066,-,jogging,-,30s,(including,gravity).
"885988450000,","-0.34476504,","0.9959879,",0.8714894,-,jogging,-,30s,(including,gravity).
"885999623000,","-0.8619126,","1.4077905,",0.2777274,-,jogging,-,30s,(including,gravity).
"886009400000,","-1.2449849,","1.8483237,",0.33518824,-,jogging,-,30s,(including,gravity).
"886019452000,","-1.6759412,","1.934515,",0.5746084,-,jogging,-,30s,(including,gravity).
"886032469000,","-1.733402,","2.6144683,",0.93852705,-,jogging,-,30s,(including,gravity).
"886042258000,","-0.5554548,","3.371036,",1.2354081,-,jogging,-,30s,(including,gravity).
"886052725000,","0.5363012,","3.8115692,",0.2873042,-,jogging,-,30s,(including,gravity).
"886062464000,","0.7565677,","4.453215,",-1.6376339,-,jogging,-,30s,(including,gravity).
"886073967000,","-0.009576807,","5.449203,",-4.501099,-,jogging,-,30s,(including,gravity).
"886084041000,","1.0055647,","8.513782,",-6.5122285,-,jogging,-,30s,(including,gravity).
"886094237000,","3.3997664,","13.790602,",-4.185065,-,jogging,-,30s,(including,gravity).
"886108576000,","2.6623523,","16.663643,",0.009576807,-,jogging,-,30s,(including,gravity).
"886118950000,","2.0015526,","18.100164,",-4.7022123,-,jogging,-,30s,(including,gravity).
"886130802000,","7.469909,","19.182344,",-4.817134,-,jogging,-,30s,(including,gravity).
"886143084000,","8.379706,","19.364304,",-3.6104562,-,jogging,-,30s,(including,gravity).
"886153130000,","7.431602,","19.450495,",-1.436521,-,jogging,-,30s,(including,gravity).
"886166340000,","5.267244,","19.498379,",0.9576807,-,jogging,-,30s,(including,gravity).
"886175553000,","2.3558946,","19.517532,",3.9552212,-,jogging,-,30s,(including,gravity).
"886187544000,","-0.38307226,","19.52711,",6.14831,-,jogging,-,30s,(including,gravity).
"886199968000,","-3.6774938,","18.167202,",5.535394,-,jogging,-,30s,(including,gravity).
"886211739000,","-3.8307228,","15.562311,",3.7445314,-,jogging,-,30s,(including,gravity).
"886224039000,","-3.2944214,","12.727576,",1.5993267,-,jogging,-,30s,(including,gravity).
"886239554000,","-2.0494366,","6.349423,",-2.327164,-,jogging,-,30s,(including,gravity).
"886249389000,","-1.3215994,","1.5035586,",-4.10845,-,jogging,-,30s,(including,gravity).
"886259395000,","-0.41180268,","-2.5570073,",-4.357447,-,jogging,-,30s,(including,gravity).
"886269849000,","1.0151415,","-3.265691,",-3.5529952,-,jogging,-,30s,(including,gravity).
"886283710000,","1.8579005,","-2.6527755,",-2.7868507,-,jogging,-,30s,(including,gravity).
"886293242000,","1.7717092,","-1.982399,",-2.0111294,-,jogging,-,30s,(including,gravity).
